id;year;type_obj;from_obj;to_inf;cost;only;hard
767;2020;region;23;226;0;ËÎÆÜ;ËÎÆÜ
768;2021;region;23;226;0;ËÎÆÜ;ËÎÆÜ
769;2022;region;23;226;0;ËÎÆÜ;ËÎÆÜ
770;2023;region;23;226;0;ËÎÆÜ;ËÎÆÜ
771;2024;region;23;226;0;ËÎÆÜ;ËÎÆÜ
772;2025;region;23;226;0;ËÎÆÜ;ËÎÆÜ
773;2026;region;23;226;0;ËÎÆÜ;ËÎÆÜ
774;2027;region;23;226;0;ËÎÆÜ;ËÎÆÜ
775;2028;region;23;226;0;ËÎÆÜ;ËÎÆÜ
776;2029;region;23;226;0;ËÎÆÜ;ËÎÆÜ
777;2030;region;23;226;0;ËÎÆÜ;ËÎÆÜ
778;2016;region;24;427;0;ËÎÆÜ;ËÎÆÜ
779;2017;region;24;427;0;ËÎÆÜ;ËÎÆÜ
780;2018;region;24;427;0;ËÎÆÜ;ËÎÆÜ
781;2019;region;24;427;0;ËÎÆÜ;ËÎÆÜ
782;2020;region;24;427;0;ËÎÆÜ;ËÎÆÜ
783;2021;region;24;427;0;ËÎÆÜ;ËÎÆÜ
784;2022;region;24;427;0;ËÎÆÜ;ËÎÆÜ
785;2023;region;24;427;0;ËÎÆÜ;ËÎÆÜ
786;2024;region;24;427;0;ËÎÆÜ;ËÎÆÜ
787;2025;region;24;427;0;ËÎÆÜ;ËÎÆÜ
788;2026;region;24;427;0;ËÎÆÜ;ËÎÆÜ
789;2027;region;24;427;0;ËÎÆÜ;ËÎÆÜ
790;2028;region;24;427;0;ËÎÆÜ;ËÎÆÜ
791;2029;region;24;427;0;ËÎÆÜ;ËÎÆÜ
792;2030;region;24;427;0;ËÎÆÜ;ËÎÆÜ
793;2016;region;25;428;0;ËÎÆÜ;ËÎÆÜ
794;2017;region;25;428;0;ËÎÆÜ;ËÎÆÜ
795;2018;region;25;428;0;ËÎÆÜ;ËÎÆÜ
796;2019;region;25;428;0;ËÎÆÜ;ËÎÆÜ
797;2020;region;25;428;0;ËÎÆÜ;ËÎÆÜ
798;2021;region;25;428;0;ËÎÆÜ;ËÎÆÜ
799;2022;region;25;428;0;ËÎÆÜ;ËÎÆÜ
800;2023;region;25;428;0;ËÎÆÜ;ËÎÆÜ
801;2024;region;25;428;0;ËÎÆÜ;ËÎÆÜ
802;2025;region;25;428;0;ËÎÆÜ;ËÎÆÜ
803;2026;region;25;428;0;ËÎÆÜ;ËÎÆÜ
804;2027;region;25;428;0;ËÎÆÜ;ËÎÆÜ
805;2028;region;25;428;0;ËÎÆÜ;ËÎÆÜ
806;2029;region;25;428;0;ËÎÆÜ;ËÎÆÜ
807;2030;region;25;428;0;ËÎÆÜ;ËÎÆÜ
808;2016;region;26;429;0;ËÎÆÜ;ËÎÆÜ
809;2017;region;26;429;0;ËÎÆÜ;ËÎÆÜ
810;2018;region;26;429;0;ËÎÆÜ;ËÎÆÜ
811;2019;region;26;429;0;ËÎÆÜ;ËÎÆÜ
812;2020;region;26;429;0;ËÎÆÜ;ËÎÆÜ
813;2021;region;26;429;0;ËÎÆÜ;ËÎÆÜ
814;2022;region;26;429;0;ËÎÆÜ;ËÎÆÜ
815;2023;region;26;429;0;ËÎÆÜ;ËÎÆÜ
816;2024;region;26;429;0;ËÎÆÜ;ËÎÆÜ
817;2025;region;26;429;0;ËÎÆÜ;ËÎÆÜ
818;2026;region;26;429;0;ËÎÆÜ;ËÎÆÜ
819;2027;region;26;429;0;ËÎÆÜ;ËÎÆÜ
820;2028;region;26;429;0;ËÎÆÜ;ËÎÆÜ
821;2029;region;26;429;0;ËÎÆÜ;ËÎÆÜ
822;2030;region;26;429;0;ËÎÆÜ;ËÎÆÜ
823;2016;region;27;425;0;ËÎÆÜ;ËÎÆÜ
824;2017;region;27;425;0;ËÎÆÜ;ËÎÆÜ
825;2018;region;27;425;0;ËÎÆÜ;ËÎÆÜ
826;2019;region;27;425;0;ËÎÆÜ;ËÎÆÜ
827;2020;region;27;425;0;ËÎÆÜ;ËÎÆÜ
828;2021;region;27;425;0;ËÎÆÜ;ËÎÆÜ
829;2022;region;27;425;0;ËÎÆÜ;ËÎÆÜ
830;2023;region;27;425;0;ËÎÆÜ;ËÎÆÜ
831;2024;region;27;425;0;ËÎÆÜ;ËÎÆÜ
832;2025;region;27;425;0;ËÎÆÜ;ËÎÆÜ
833;2026;region;27;425;0;ËÎÆÜ;ËÎÆÜ
834;2027;region;27;425;0;ËÎÆÜ;ËÎÆÜ
835;2028;region;27;425;0;ËÎÆÜ;ËÎÆÜ
836;2029;region;27;425;0;ËÎÆÜ;ËÎÆÜ
837;2030;region;27;425;0;ËÎÆÜ;ËÎÆÜ
838;2016;region;28;140;0;ËÎÆÜ;ËÎÆÜ
839;2017;region;28;140;0;ËÎÆÜ;ËÎÆÜ
840;2018;region;28;140;0;ËÎÆÜ;ËÎÆÜ
841;2019;region;28;140;0;ËÎÆÜ;ËÎÆÜ
842;2020;region;28;140;0;ËÎÆÜ;ËÎÆÜ
843;2021;region;28;140;0;ËÎÆÜ;ËÎÆÜ
844;2022;region;28;140;0;ËÎÆÜ;ËÎÆÜ
845;2023;region;28;140;0;ËÎÆÜ;ËÎÆÜ
846;2024;region;28;140;0;ËÎÆÜ;ËÎÆÜ
847;2025;region;28;140;0;ËÎÆÜ;ËÎÆÜ
848;2026;region;28;140;0;ËÎÆÜ;ËÎÆÜ
849;2027;region;28;140;0;ËÎÆÜ;ËÎÆÜ
850;2028;region;28;140;0;ËÎÆÜ;ËÎÆÜ
851;2029;region;28;140;0;ËÎÆÜ;ËÎÆÜ
852;2030;region;28;140;0;ËÎÆÜ;ËÎÆÜ
853;2016;region;29;225;0;ËÎÆÜ;ËÎÆÜ
854;2017;region;29;225;0;ËÎÆÜ;ËÎÆÜ
855;2018;region;29;225;0;ËÎÆÜ;ËÎÆÜ
856;2019;region;29;225;0;ËÎÆÜ;ËÎÆÜ
857;2020;region;29;225;0;ËÎÆÜ;ËÎÆÜ
858;2021;region;29;225;0;ËÎÆÜ;ËÎÆÜ
859;2022;region;29;225;0;ËÎÆÜ;ËÎÆÜ
860;2023;region;29;225;0;ËÎÆÜ;ËÎÆÜ
861;2024;region;29;225;0;ËÎÆÜ;ËÎÆÜ
862;2025;region;29;225;0;ËÎÆÜ;ËÎÆÜ
863;2026;region;29;225;0;ËÎÆÜ;ËÎÆÜ
864;2027;region;29;225;0;ËÎÆÜ;ËÎÆÜ
865;2028;region;29;225;0;ËÎÆÜ;ËÎÆÜ
866;2029;region;29;225;0;ËÎÆÜ;ËÎÆÜ
867;2030;region;29;225;0;ËÎÆÜ;ËÎÆÜ
868;2016;region;30;139;0;ËÎÆÜ;ËÎÆÜ
869;2017;region;30;139;0;ËÎÆÜ;ËÎÆÜ
870;2018;region;30;139;0;ËÎÆÜ;ËÎÆÜ
871;2019;region;30;139;0;ËÎÆÜ;ËÎÆÜ
872;2020;region;30;139;0;ËÎÆÜ;ËÎÆÜ
873;2021;region;30;139;0;ËÎÆÜ;ËÎÆÜ
874;2022;region;30;139;0;ËÎÆÜ;ËÎÆÜ
875;2023;region;30;139;0;ËÎÆÜ;ËÎÆÜ
876;2024;region;30;139;0;ËÎÆÜ;ËÎÆÜ
877;2025;region;30;139;0;ËÎÆÜ;ËÎÆÜ
878;2026;region;30;139;0;ËÎÆÜ;ËÎÆÜ
879;2027;region;30;139;0;ËÎÆÜ;ËÎÆÜ
880;2028;region;30;139;0;ËÎÆÜ;ËÎÆÜ
881;2029;region;30;139;0;ËÎÆÜ;ËÎÆÜ
882;2030;region;30;139;0;ËÎÆÜ;ËÎÆÜ
883;2016;region;31;143;0;ËÎÆÜ;ËÎÆÜ
884;2017;region;31;143;0;ËÎÆÜ;ËÎÆÜ
885;2018;region;31;143;0;ËÎÆÜ;ËÎÆÜ
886;2019;region;31;143;0;ËÎÆÜ;ËÎÆÜ
887;2020;region;31;143;0;ËÎÆÜ;ËÎÆÜ
888;2021;region;31;143;0;ËÎÆÜ;ËÎÆÜ
889;2022;region;31;143;0;ËÎÆÜ;ËÎÆÜ
890;2023;region;31;143;0;ËÎÆÜ;ËÎÆÜ
891;2024;region;31;143;0;ËÎÆÜ;ËÎÆÜ
892;2025;region;31;143;0;ËÎÆÜ;ËÎÆÜ
893;2026;region;31;143;0;ËÎÆÜ;ËÎÆÜ
894;2027;region;31;143;0;ËÎÆÜ;ËÎÆÜ
895;2028;region;31;143;0;ËÎÆÜ;ËÎÆÜ
896;2029;region;31;143;0;ËÎÆÜ;ËÎÆÜ
897;2030;region;31;143;0;ËÎÆÜ;ËÎÆÜ
898;2016;region;32;229;0;ËÎÆÜ;ËÎÆÜ
899;2017;region;32;229;0;ËÎÆÜ;ËÎÆÜ
900;2018;region;32;229;0;ËÎÆÜ;ËÎÆÜ
901;2019;region;32;229;0;ËÎÆÜ;ËÎÆÜ
902;2020;region;32;229;0;ËÎÆÜ;ËÎÆÜ
903;2021;region;32;229;0;ËÎÆÜ;ËÎÆÜ
904;2022;region;32;229;0;ËÎÆÜ;ËÎÆÜ
905;2023;region;32;229;0;ËÎÆÜ;ËÎÆÜ
906;2024;region;32;229;0;ËÎÆÜ;ËÎÆÜ
907;2025;region;32;229;0;ËÎÆÜ;ËÎÆÜ
908;2026;region;32;229;0;ËÎÆÜ;ËÎÆÜ
909;2027;region;32;229;0;ËÎÆÜ;ËÎÆÜ
910;2028;region;32;229;0;ËÎÆÜ;ËÎÆÜ
911;2029;region;32;229;0;ËÎÆÜ;ËÎÆÜ
912;2030;region;32;229;0;ËÎÆÜ;ËÎÆÜ
913;2016;region;33;228;0;ËÎÆÜ;ËÎÆÜ
914;2017;region;33;228;0;ËÎÆÜ;ËÎÆÜ
915;2018;region;33;228;0;ËÎÆÜ;ËÎÆÜ
916;2019;region;33;228;0;ËÎÆÜ;ËÎÆÜ
917;2020;region;33;228;0;ËÎÆÜ;ËÎÆÜ
918;2021;region;33;228;0;ËÎÆÜ;ËÎÆÜ
919;2022;region;33;228;0;ËÎÆÜ;ËÎÆÜ
920;2023;region;33;228;0;ËÎÆÜ;ËÎÆÜ
921;2024;region;33;228;0;ËÎÆÜ;ËÎÆÜ
922;2025;region;33;228;0;ËÎÆÜ;ËÎÆÜ
923;2026;region;33;228;0;ËÎÆÜ;ËÎÆÜ
924;2027;region;33;228;0;ËÎÆÜ;ËÎÆÜ
925;2028;region;33;228;0;ËÎÆÜ;ËÎÆÜ
926;2029;region;33;228;0;ËÎÆÜ;ËÎÆÜ
927;2030;region;33;228;0;ËÎÆÜ;ËÎÆÜ
928;2016;region;34;141;0;ËÎÆÜ;ËÎÆÜ
929;2017;region;34;141;0;ËÎÆÜ;ËÎÆÜ
930;2018;region;34;141;0;ËÎÆÜ;ËÎÆÜ
931;2019;region;34;141;0;ËÎÆÜ;ËÎÆÜ
932;2020;region;34;141;0;ËÎÆÜ;ËÎÆÜ
933;2021;region;34;141;0;ËÎÆÜ;ËÎÆÜ
934;2022;region;34;141;0;ËÎÆÜ;ËÎÆÜ
935;2023;region;34;141;0;ËÎÆÜ;ËÎÆÜ
936;2024;region;34;141;0;ËÎÆÜ;ËÎÆÜ
937;2025;region;34;141;0;ËÎÆÜ;ËÎÆÜ
938;2026;region;34;141;0;ËÎÆÜ;ËÎÆÜ
939;2027;region;34;141;0;ËÎÆÜ;ËÎÆÜ
940;2028;region;34;141;0;ËÎÆÜ;ËÎÆÜ
941;2029;region;34;141;0;ËÎÆÜ;ËÎÆÜ
942;2030;region;34;141;0;ËÎÆÜ;ËÎÆÜ
943;2016;region;35;213;0;ËÎÆÜ;ËÎÆÜ
944;2017;region;35;213;0;ËÎÆÜ;ËÎÆÜ
945;2018;region;35;213;0;ËÎÆÜ;ËÎÆÜ
946;2019;region;35;213;0;ËÎÆÜ;ËÎÆÜ
947;2020;region;35;213;0;ËÎÆÜ;ËÎÆÜ
948;2021;region;35;213;0;ËÎÆÜ;ËÎÆÜ
949;2022;region;35;213;0;ËÎÆÜ;ËÎÆÜ
950;2023;region;35;213;0;ËÎÆÜ;ËÎÆÜ
951;2024;region;35;213;0;ËÎÆÜ;ËÎÆÜ
952;2025;region;35;213;0;ËÎÆÜ;ËÎÆÜ
953;2026;region;35;213;0;ËÎÆÜ;ËÎÆÜ
954;2027;region;35;213;0;ËÎÆÜ;ËÎÆÜ
955;2028;region;35;213;0;ËÎÆÜ;ËÎÆÜ
956;2029;region;35;213;0;ËÎÆÜ;ËÎÆÜ
957;2030;region;35;213;0;ËÎÆÜ;ËÎÆÜ
958;2016;region;36;101;0;ËÎÆÜ;ËÎÆÜ
959;2017;region;36;101;0;ËÎÆÜ;ËÎÆÜ
960;2018;region;36;101;0;ËÎÆÜ;ËÎÆÜ
961;2019;region;36;101;0;ËÎÆÜ;ËÎÆÜ
962;2020;region;36;101;0;ËÎÆÜ;ËÎÆÜ
963;2021;region;36;101;0;ËÎÆÜ;ËÎÆÜ
964;2022;region;36;101;0;ËÎÆÜ;ËÎÆÜ
965;2023;region;36;101;0;ËÎÆÜ;ËÎÆÜ
966;2024;region;36;101;0;ËÎÆÜ;ËÎÆÜ
967;2025;region;36;101;0;ËÎÆÜ;ËÎÆÜ
968;2026;region;36;101;0;ËÎÆÜ;ËÎÆÜ
969;2027;region;36;101;0;ËÎÆÜ;ËÎÆÜ
970;2028;region;36;101;0;ËÎÆÜ;ËÎÆÜ
971;2029;region;36;101;0;ËÎÆÜ;ËÎÆÜ
972;2030;region;36;101;0;ËÎÆÜ;ËÎÆÜ
973;2016;region;37;201;0;ËÎÆÜ;ËÎÆÜ
974;2017;region;37;201;0;ËÎÆÜ;ËÎÆÜ
975;2018;region;37;201;0;ËÎÆÜ;ËÎÆÜ
976;2019;region;37;201;0;ËÎÆÜ;ËÎÆÜ
977;2020;region;37;121;0;ËÎÆÜ;ËÎÆÜ
978;2021;region;37;121;0;ËÎÆÜ;ËÎÆÜ
979;2022;region;37;121;0;ËÎÆÜ;ËÎÆÜ
980;2023;region;37;121;0;ËÎÆÜ;ËÎÆÜ
981;2024;region;37;121;0;ËÎÆÜ;ËÎÆÜ
982;2025;region;37;121;0;ËÎÆÜ;ËÎÆÜ
983;2026;region;37;121;0;ËÎÆÜ;ËÎÆÜ
984;2027;region;37;121;0;ËÎÆÜ;ËÎÆÜ
985;2028;region;37;121;0;ËÎÆÜ;ËÎÆÜ
986;2029;region;37;121;0;ËÎÆÜ;ËÎÆÜ
987;2030;region;37;121;0;ËÎÆÜ;ËÎÆÜ
988;2016;region;38;118;0;ËÎÆÜ;ËÎÆÜ
989;2017;region;38;118;0;ËÎÆÜ;ËÎÆÜ
990;2018;region;38;118;0;ËÎÆÜ;ËÎÆÜ
991;2019;region;38;118;0;ËÎÆÜ;ËÎÆÜ
992;2020;region;38;118;0;ËÎÆÜ;ËÎÆÜ
993;2021;region;38;118;0;ËÎÆÜ;ËÎÆÜ
994;2022;region;38;118;0;ËÎÆÜ;ËÎÆÜ
995;2023;region;38;118;0;ËÎÆÜ;ËÎÆÜ
996;2024;region;38;118;0;ËÎÆÜ;ËÎÆÜ
997;2025;region;38;118;0;ËÎÆÜ;ËÎÆÜ
998;2026;region;38;118;0;ËÎÆÜ;ËÎÆÜ
999;2027;region;38;118;0;ËÎÆÜ;ËÎÆÜ
1000;2028;region;38;118;0;ËÎÆÜ;ËÎÆÜ
1001;2029;region;38;118;0;ËÎÆÜ;ËÎÆÜ
1002;2030;region;38;118;0;ËÎÆÜ;ËÎÆÜ
1003;2016;region;39;119;0;ËÎÆÜ;ËÎÆÜ
1004;2017;region;39;119;0;ËÎÆÜ;ËÎÆÜ
1005;2018;region;39;119;0;ËÎÆÜ;ËÎÆÜ
1006;2019;region;39;119;0;ËÎÆÜ;ËÎÆÜ
1007;2020;region;39;119;0;ËÎÆÜ;ËÎÆÜ
1008;2021;region;39;119;0;ËÎÆÜ;ËÎÆÜ
1009;2022;region;39;119;0;ËÎÆÜ;ËÎÆÜ
1010;2023;region;39;119;0;ËÎÆÜ;ËÎÆÜ
1011;2024;region;39;119;0;ËÎÆÜ;ËÎÆÜ
1012;2025;region;39;119;0;ËÎÆÜ;ËÎÆÜ
1013;2026;region;39;119;0;ËÎÆÜ;ËÎÆÜ
1014;2027;region;39;119;0;ËÎÆÜ;ËÎÆÜ
1015;2028;region;39;119;0;ËÎÆÜ;ËÎÆÜ
1016;2029;region;39;119;0;ËÎÆÜ;ËÎÆÜ
1017;2030;region;39;119;0;ËÎÆÜ;ËÎÆÜ
1018;2016;region;40;117;0;ËÎÆÜ;ËÎÆÜ
1019;2017;region;40;117;0;ËÎÆÜ;ËÎÆÜ
1020;2018;region;40;117;0;ËÎÆÜ;ËÎÆÜ
1021;2019;region;40;117;0;ËÎÆÜ;ËÎÆÜ
1022;2020;region;40;117;0;ËÎÆÜ;ËÎÆÜ
1023;2021;region;40;117;0;ËÎÆÜ;ËÎÆÜ
1024;2022;region;40;117;0;ËÎÆÜ;ËÎÆÜ
1025;2023;region;40;117;0;ËÎÆÜ;ËÎÆÜ
1026;2024;region;40;117;0;ËÎÆÜ;ËÎÆÜ
1027;2025;region;40;117;0;ËÎÆÜ;ËÎÆÜ
1028;2026;region;40;117;0;ËÎÆÜ;ËÎÆÜ
1029;2027;region;40;117;0;ËÎÆÜ;ËÎÆÜ
1030;2028;region;40;117;0;ËÎÆÜ;ËÎÆÜ
1031;2029;region;40;117;0;ËÎÆÜ;ËÎÆÜ
1032;2030;region;40;117;0;ËÎÆÜ;ËÎÆÜ
1033;2016;region;41;113;0;ËÎÆÜ;ËÎÆÜ
1034;2017;region;41;113;0;ËÎÆÜ;ËÎÆÜ
1035;2018;region;41;113;0;ËÎÆÜ;ËÎÆÜ
1036;2019;region;41;113;0;ËÎÆÜ;ËÎÆÜ
1037;2020;region;41;113;0;ËÎÆÜ;ËÎÆÜ
1038;2021;region;41;113;0;ËÎÆÜ;ËÎÆÜ
1039;2022;region;41;113;0;ËÎÆÜ;ËÎÆÜ
1040;2023;region;41;113;0;ËÎÆÜ;ËÎÆÜ
1041;2024;region;41;113;0;ËÎÆÜ;ËÎÆÜ
1042;2025;region;41;113;0;ËÎÆÜ;ËÎÆÜ
1043;2026;region;41;113;0;ËÎÆÜ;ËÎÆÜ
1044;2027;region;41;113;0;ËÎÆÜ;ËÎÆÜ
1045;2028;region;41;113;0;ËÎÆÜ;ËÎÆÜ
1046;2029;region;41;113;0;ËÎÆÜ;ËÎÆÜ
1047;2030;region;41;113;0;ËÎÆÜ;ËÎÆÜ
1048;2016;region;42;112;0;ËÎÆÜ;ËÎÆÜ
1049;2017;region;42;112;0;ËÎÆÜ;ËÎÆÜ
1050;2018;region;42;112;0;ËÎÆÜ;ËÎÆÜ
1051;2019;region;42;112;0;ËÎÆÜ;ËÎÆÜ
1052;2020;region;42;112;0;ËÎÆÜ;ËÎÆÜ
1053;2021;region;42;112;0;ËÎÆÜ;ËÎÆÜ
1054;2022;region;42;112;0;ËÎÆÜ;ËÎÆÜ
1055;2023;region;42;112;0;ËÎÆÜ;ËÎÆÜ
1056;2024;region;42;112;0;ËÎÆÜ;ËÎÆÜ
1057;2025;region;42;112;0;ËÎÆÜ;ËÎÆÜ
1058;2026;region;42;112;0;ËÎÆÜ;ËÎÆÜ
1059;2027;region;42;112;0;ËÎÆÜ;ËÎÆÜ
1060;2028;region;42;112;0;ËÎÆÜ;ËÎÆÜ
1061;2029;region;42;112;0;ËÎÆÜ;ËÎÆÜ
1062;2030;region;42;112;0;ËÎÆÜ;ËÎÆÜ
1063;2016;region;43;115;0;ËÎÆÜ;ËÎÆÜ
1064;2017;region;43;115;0;ËÎÆÜ;ËÎÆÜ
1065;2018;region;43;115;0;ËÎÆÜ;ËÎÆÜ
1066;2019;region;43;115;0;ËÎÆÜ;ËÎÆÜ
1067;2020;region;43;115;0;ËÎÆÜ;ËÎÆÜ
1068;2021;region;43;115;0;ËÎÆÜ;ËÎÆÜ
1069;2022;region;43;115;0;ËÎÆÜ;ËÎÆÜ
1070;2023;region;43;115;0;ËÎÆÜ;ËÎÆÜ
1071;2024;region;43;115;0;ËÎÆÜ;ËÎÆÜ
1072;2025;region;43;115;0;ËÎÆÜ;ËÎÆÜ
1073;2026;region;43;115;0;ËÎÆÜ;ËÎÆÜ
1074;2027;region;43;115;0;ËÎÆÜ;ËÎÆÜ
1075;2028;region;43;115;0;ËÎÆÜ;ËÎÆÜ
1076;2029;region;43;115;0;ËÎÆÜ;ËÎÆÜ
1077;2030;region;43;115;0;ËÎÆÜ;ËÎÆÜ
1078;2016;region;45;214;0;ËÎÆÜ;ËÎÆÜ
1079;2017;region;45;214;0;ËÎÆÜ;ËÎÆÜ
1080;2018;region;45;214;0;ËÎÆÜ;ËÎÆÜ
1081;2019;region;45;214;0;ËÎÆÜ;ËÎÆÜ
1082;2020;region;45;214;0;ËÎÆÜ;ËÎÆÜ
1083;2021;region;45;214;0;ËÎÆÜ;ËÎÆÜ
1084;2022;region;45;214;0;ËÎÆÜ;ËÎÆÜ
1085;2023;region;45;214;0;ËÎÆÜ;ËÎÆÜ
1086;2024;region;45;214;0;ËÎÆÜ;ËÎÆÜ
1087;2025;region;45;214;0;ËÎÆÜ;ËÎÆÜ
1088;2026;region;45;214;0;ËÎÆÜ;ËÎÆÜ
1089;2027;region;45;214;0;ËÎÆÜ;ËÎÆÜ
1090;2028;region;45;214;0;ËÎÆÜ;ËÎÆÜ
1091;2029;region;45;214;0;ËÎÆÜ;ËÎÆÜ
1092;2030;region;45;214;0;ËÎÆÜ;ËÎÆÜ
1093;2016;region;44;114;0;ËÎÆÜ;ËÎÆÜ
1094;2017;region;44;114;0;ËÎÆÜ;ËÎÆÜ
1095;2018;region;44;114;0;ËÎÆÜ;ËÎÆÜ
1096;2019;region;44;114;0;ËÎÆÜ;ËÎÆÜ
1097;2020;region;44;114;0;ËÎÆÜ;ËÎÆÜ
1098;2021;region;44;114;0;ËÎÆÜ;ËÎÆÜ
1099;2022;region;44;114;0;ËÎÆÜ;ËÎÆÜ
1100;2023;region;44;114;0;ËÎÆÜ;ËÎÆÜ
1101;2024;region;44;114;0;ËÎÆÜ;ËÎÆÜ
1102;2025;region;44;114;0;ËÎÆÜ;ËÎÆÜ
1103;2026;region;44;114;0;ËÎÆÜ;ËÎÆÜ
1104;2027;region;44;114;0;ËÎÆÜ;ËÎÆÜ
1105;2028;region;44;114;0;ËÎÆÜ;ËÎÆÜ
1106;2029;region;44;114;0;ËÎÆÜ;ËÎÆÜ
1107;2030;region;44;114;0;ËÎÆÜ;ËÎÆÜ
1108;2016;region;46;411;0;ËÎÆÜ;ËÎÆÜ
1109;2017;region;46;411;0;ËÎÆÜ;ËÎÆÜ
1110;2018;region;46;411;0;ËÎÆÜ;ËÎÆÜ
1111;2019;region;46;411;0;ËÎÆÜ;ËÎÆÜ
1112;2020;region;46;411;0;ËÎÆÜ;ËÎÆÜ
1113;2021;region;46;411;0;ËÎÆÜ;ËÎÆÜ
1114;2022;region;46;411;0;ËÎÆÜ;ËÎÆÜ
1115;2023;region;46;411;0;ËÎÆÜ;ËÎÆÜ
1116;2024;region;46;411;0;ËÎÆÜ;ËÎÆÜ
1117;2025;region;46;411;0;ËÎÆÜ;ËÎÆÜ
1118;2026;region;46;411;0;ËÎÆÜ;ËÎÆÜ
1119;2027;region;46;411;0;ËÎÆÜ;ËÎÆÜ
1120;2028;region;46;411;0;ËÎÆÜ;ËÎÆÜ
1121;2029;region;46;411;0;ËÎÆÜ;ËÎÆÜ
1122;2030;region;46;411;0;ËÎÆÜ;ËÎÆÜ
1123;2016;region;47;410;0;ËÎÆÜ;ËÎÆÜ
1124;2017;region;47;410;0;ËÎÆÜ;ËÎÆÜ
1125;2018;region;47;410;0;ËÎÆÜ;ËÎÆÜ
1126;2019;region;47;410;0;ËÎÆÜ;ËÎÆÜ
1127;2020;region;47;410;0;ËÎÆÜ;ËÎÆÜ
1128;2021;region;47;410;0;ËÎÆÜ;ËÎÆÜ
1129;2022;region;47;410;0;ËÎÆÜ;ËÎÆÜ
1130;2023;region;47;410;0;ËÎÆÜ;ËÎÆÜ
1131;2024;region;47;410;0;ËÎÆÜ;ËÎÆÜ
1132;2025;region;47;410;0;ËÎÆÜ;ËÎÆÜ
1133;2026;region;47;410;0;ËÎÆÜ;ËÎÆÜ
1134;2027;region;47;410;0;ËÎÆÜ;ËÎÆÜ
1135;2028;region;47;410;0;ËÎÆÜ;ËÎÆÜ
1136;2029;region;47;410;0;ËÎÆÜ;ËÎÆÜ
1137;2030;region;47;410;0;ËÎÆÜ;ËÎÆÜ
1138;2016;region;48;116;0;ËÎÆÜ;ËÎÆÜ
1139;2017;region;48;116;0;ËÎÆÜ;ËÎÆÜ
1140;2018;region;48;116;0;ËÎÆÜ;ËÎÆÜ
1141;2019;region;48;116;0;ËÎÆÜ;ËÎÆÜ
1142;2020;region;48;116;0;ËÎÆÜ;ËÎÆÜ
1143;2021;region;48;116;0;ËÎÆÜ;ËÎÆÜ
1144;2022;region;48;116;0;ËÎÆÜ;ËÎÆÜ
1145;2023;region;48;116;0;ËÎÆÜ;ËÎÆÜ
1146;2024;region;48;116;0;ËÎÆÜ;ËÎÆÜ
1147;2025;region;48;116;0;ËÎÆÜ;ËÎÆÜ
1148;2026;region;48;116;0;ËÎÆÜ;ËÎÆÜ
1149;2027;region;48;116;0;ËÎÆÜ;ËÎÆÜ
1150;2028;region;48;116;0;ËÎÆÜ;ËÎÆÜ
1151;2029;region;48;116;0;ËÎÆÜ;ËÎÆÜ
1152;2030;region;48;116;0;ËÎÆÜ;ËÎÆÜ
1153;2016;region;49;233;0;ËÎÆÜ;ËÎÆÜ
1154;2017;region;49;233;0;ËÎÆÜ;ËÎÆÜ
1155;2018;region;49;233;0;ËÎÆÜ;ËÎÆÜ
1156;2019;region;49;233;0;ËÎÆÜ;ËÎÆÜ
1157;2020;region;49;233;0;ËÎÆÜ;ËÎÆÜ
1158;2021;region;49;233;0;ËÎÆÜ;ËÎÆÜ
1159;2022;region;49;233;0;ËÎÆÜ;ËÎÆÜ
1160;2023;region;49;233;0;ËÎÆÜ;ËÎÆÜ
1161;2024;region;49;233;0;ËÎÆÜ;ËÎÆÜ
1162;2025;region;49;233;0;ËÎÆÜ;ËÎÆÜ
1163;2026;region;49;233;0;ËÎÆÜ;ËÎÆÜ
1164;2027;region;49;233;0;ËÎÆÜ;ËÎÆÜ
1165;2028;region;49;233;0;ËÎÆÜ;ËÎÆÜ
1166;2029;region;49;233;0;ËÎÆÜ;ËÎÆÜ
1167;2030;region;49;233;0;ËÎÆÜ;ËÎÆÜ
1168;2016;region;50;232;0;ËÎÆÜ;ËÎÆÜ
1169;2017;region;50;232;0;ËÎÆÜ;ËÎÆÜ
1170;2018;region;50;232;0;ËÎÆÜ;ËÎÆÜ
1171;2019;region;50;232;0;ËÎÆÜ;ËÎÆÜ
1172;2020;region;50;232;0;ËÎÆÜ;ËÎÆÜ
1173;2021;region;50;232;0;ËÎÆÜ;ËÎÆÜ
1174;2022;region;50;232;0;ËÎÆÜ;ËÎÆÜ
1175;2023;region;50;232;0;ËÎÆÜ;ËÎÆÜ
1176;2024;region;50;232;0;ËÎÆÜ;ËÎÆÜ
1177;2025;region;50;232;0;ËÎÆÜ;ËÎÆÜ
1178;2026;region;50;232;0;ËÎÆÜ;ËÎÆÜ
1179;2027;region;50;232;0;ËÎÆÜ;ËÎÆÜ
1180;2028;region;50;232;0;ËÎÆÜ;ËÎÆÜ
1181;2029;region;50;232;0;ËÎÆÜ;ËÎÆÜ
1182;2030;region;50;232;0;ËÎÆÜ;ËÎÆÜ
1183;2016;region;51;235;0;ËÎÆÜ;ËÎÆÜ
